,Unnamed: 0,Rank,Grade,Channel name,Video Uploads,Subscribers,Video views,About,IsEnglish,TokenWords
476,1853,"1,854th",A- ,kougeisha,1147,1294139,1971544706,"MCN(^^)
()(^^)",False,['MCN']
477,1855,"1,856th",A- ,DebRyanShow,343,8674759,772227617,"Que onda Fritos! Como estan? 

Hago videos en Internet, Solo quiero que te diviertas un rato...

Todo lo que creas que esta prohibido hacerse frente a una camara yo ya lo hice o estoy por hacerlo.

NEGOCIOS/ MEDIA/ PRENSA SOLAMENTE:
DebRyanShow@weareDW.com",False,"['Que', 'onda', 'Fritos', 'Como', 'estan', 'Hago', 'videos', 'en', 'Internet', 'Solo', 'quiero', 'que', 'te', 'diviertas', 'un', 'rato', 'Todo', 'lo', 'que', 'creas', 'que', 'esta', 'prohibido', 'hacerse', 'frente', 'a', 'una', 'camara', 'yo', 'ya', 'lo', 'hice', 'o', 'estoy', 'por', 'hacerlo', 'PRENSA', 'SOLAMENTE', 'DebRyanShow']"
478,1856,"1,857th",A- ,SBT Online,23124,5942985,1789359132,"Ola, eu sou o SBT! Aqui no meu canal oficial voce vai encontrar toda a minha programacao e varios conteudos exclusivos dos programas que voce AMA! 

Bastidores, trechos incriveis, programas na integra, detalhes que nao passam na TV e que voce sempre quis saber!

Ainda tenho uma playlist especial dedicada ao #tbtSBT, para voce matar as saudades dos programas que fizeram historia na minha telinha!

Para ficar por dentro de todas as informacoes, acesse todos os meus perfis oficiais:

Inscreva-se no canal SBT Online: https://www.youtube.com/user/SBTonline 

Curta a pagina do programa no Facebook: https://www.facebook.com/SBTonline 

Siga o perfil oficial do programa no Twitter: https://twitter.com/SBTonline 

Para assistir programas anteriores e por mais informacoes acesse o site: http://www.sbt.com.br",False,"['Ola', 'eu', 'sou', 'o', 'SBT', 'Aqui', 'no', 'meu', 'canal', 'oficial', 'voce', 'vai', 'encontrar', 'toda', 'a', 'minha', 'programacao', 'e', 'varios', 'conteudos', 'exclusivos', 'dos', 'programas', 'que', 'voce', 'AMA', 'Bastidores', 'trechos', 'incriveis', 'programas', 'na', 'integra', 'detalhes', 'que', 'nao', 'passam', 'na', 'TV', 'e', 'que', 'voce', 'sempre', 'quis', 'saber', 'Ainda', 'tenho', 'uma', 'playlist', 'especial', 'dedicada', 'ao', 'tbtSBT', 'para', 'voce', 'matar', 'as', 'saudades', 'dos', 'programas', 'que', 'fizeram', 'historia', 'na', 'minha', 'telinha', 'Para', 'ficar', 'por', 'dentro', 'de', 'todas', 'as', 'informacoes', 'acesse', 'todos', 'os', 'meus', 'perfis', 'oficiais', 'no', 'canal', 'SBT', 'Online', 'Curta', 'a', 'pagina', 'do', 'programa', 'no', 'Facebook', 'Siga', 'o', 'perfil', 'oficial', 'do', 'programa', 'no', 'Twitter', 'Para', 'assistir', 'programas', 'anteriores', 'e', 'por', 'mais', 'informacoes', 'acesse', 'o', 'site']"
479,1858,"1,859th",A- ,RickyMartinVEVO,277,4206656,4288002050,"Ricky Martin on Vevo - Official Music Videos, Live Performances, Interviews and more...",True,"['Ricky', 'Martin', 'on', 'Vevo', 'Official', 'Music', 'Videos', 'Live', 'Performances', 'Interviews', 'and', 'more']"
480,1859,"1,860th",A- ,mahzaidi,24,309748,27308922,Little actress pk,True,"['Little', 'actress', 'pk']"
481,1863,"1,864th",A- ,NBA,28738,9729551,4980526055,National Basketball Association.  Official home of the most compelling basketball action from the NBA,True,"['National', 'Basketball', 'Association', 'Official', 'home', 'of', 'the', 'most', 'compelling', 'basketball', 'action', 'from', 'the', 'NBA']"
482,1866,"1,867th",A- ,welovekamikaze,1868,6004518,3090616377,"'Kamikaze: we are teen music label in Thailand who offer music with lifestyle phenomena. For more info, please visit our website' http://www.ilovekamikaze.com",True,"['we', 'are', 'teen', 'music', 'label', 'in', 'Thailand', 'who', 'offer', 'music', 'with', 'lifestyle', 'phenomena', 'For', 'more', 'info', 'please', 'visit', 'our', 'website']"
483,1867,"1,868th",A- ,Canal 13,24236,930202,671589638,Lo mejor de Canal 13 esta en YouTube Suscribete y disfruta semana a semana nuestros mejores momentos!,False,"['Lo', 'mejor', 'de', 'Canal', '13', 'esta', 'en', 'YouTube', 'Suscribete', 'y', 'disfruta', 'semana', 'a', 'semana', 'nuestros', 'mejores', 'momentos']"
484,1868,"1,869th",A- ,Shemaroo Kids,1295,1432031,705510585,"Welcome to the official channel of Shemaroo Kids! 
Learning is most effective when done in a fun way. Our nursery rhymes, educational videos, childrens films and songs have specially been created for developing psycho-motor skills, cognitive skills, social and emotional intelligence in our young learners.
Colourful animations along with positive lyrics and a range of musical styles help kids LEARN WITH FUN.
Subscribe today and enjoy a new video every Week!!",True,"['Welcome', 'to', 'the', 'official', 'channel', 'of', 'Shemaroo', 'Kids', 'Learning', 'is', 'most', 'effective', 'when', 'done', 'in', 'a', 'fun', 'way', 'Our', 'nursery', 'rhymes', 'educational', 'videos', 'childrens', 'films', 'and', 'songs', 'have', 'specially', 'been', 'created', 'for', 'developing', 'skills', 'cognitive', 'skills', 'social', 'and', 'emotional', 'intelligence', 'in', 'our', 'young', 'learners', 'Colourful', 'animations', 'along', 'with', 'positive', 'lyrics', 'and', 'a', 'range', 'of', 'musical', 'styles', 'help', 'kids', 'LEARN', 'WITH', 'FUN', 'Subscribe', 'today', 'and', 'enjoy', 'a', 'new', 'video', 'every', 'Week']"
485,1871,"1,872nd",A- ,MuzikPlay,5943,1468768,1611754487,"AlexObiLebt - Altes Profil.
",False,"['AlexObiLebt', 'Altes', 'Profil']"
486,1880,"1,881st",A- ,StarPro,3136,1548216,1461083814,"StarPro -   
      -   : artists@starpro.tv  video.starpro.tv
   starpro.tv",False,"['StarPro', 'artists']"
487,1881,"1,882nd",A- ,theRadBrad,5624,9277700,3600840629,"""King of the YouTube Walkthrough"" - FMV Magazine",True,"['King', 'of', 'the', 'YouTube', 'Walkthrough', 'FMV', 'Magazine']"
488,1882,"1,883rd",A- ,MULTIMEDIOS,22339,1600819,1898973831,El canal que todos vemos,False,"['El', 'canal', 'que', 'todos', 'vemos']"
489,1884,"1,885th",A- ,YouTubeBrasil,133,1264708,65749767,"Bem-vindos ao canal oficial do YouTube Brasil! Aqui voce descobre as novidades e tendencias da plataforma, conhece novos criadores e claro, fica mais perto dos seus YouTubers favoritos. De musica a cultura da internet: tudo que voce precisa saber sobre a plataforma esta aqui no YouTube Brasil :D

Segue a gente aqui tambem: 
https://www.instagram.com/youtubebrasil/
https://twitter.com/YouTubeBrasil
https://www.facebook.com/YoutubeBrasil/",False,"['ao', 'canal', 'oficial', 'do', 'YouTube', 'Brasil', 'Aqui', 'voce', 'descobre', 'as', 'novidades', 'e', 'tendencias', 'da', 'plataforma', 'conhece', 'novos', 'criadores', 'e', 'claro', 'fica', 'mais', 'perto', 'dos', 'seus', 'YouTubers', 'favoritos', 'De', 'musica', 'a', 'cultura', 'da', 'internet', 'tudo', 'que', 'voce', 'precisa', 'saber', 'sobre', 'a', 'plataforma', 'esta', 'aqui', 'no', 'YouTube', 'Brasil', 'D', 'Segue', 'a', 'gente', 'aqui', 'tambem']"
490,1898,"1,899th",A- ,JamesAVEVO,57,2501374,1190696165,"James Arthur on Vevo - Official Music Videos, Live Performances, Interviews and more...",True,"['James', 'Arthur', 'on', 'Vevo', 'Official', 'Music', 'Videos', 'Live', 'Performances', 'Interviews', 'and', 'more']"
491,1902,"1,903rd",A- ,Bradesco,382,1260112,688481697,"A gente se encontra todos os dias no Internet Banking, no celular, nas agencias e no autoatendimento. Aqui voce encontra nossas campanhas, tutoriais, lancamentos e todo conteudo em video para seguir com a gente aqui no YouTube tambem! ;)",False,"['A', 'gente', 'se', 'encontra', 'todos', 'os', 'dias', 'no', 'Internet', 'Banking', 'no', 'celular', 'nas', 'agencias', 'e', 'no', 'autoatendimento', 'Aqui', 'voce', 'encontra', 'nossas', 'campanhas', 'tutoriais', 'lancamentos', 'e', 'todo', 'conteudo', 'em', 'video', 'para', 'seguir', 'com', 'a', 'gente', 'aqui', 'no', 'YouTube', 'tambem']"
492,1909,"1,910th",A- ,Vox,880,4706104,1050074017,Klipp fra TV-kanalen VOX. SBS Discovery  2014,False,"['Klipp', 'fra', 'VOX', 'SBS', 'Discovery', '2014']"
493,1917,"1,918th",A- ,FaZe Rug,1331,10016430,1954647208,"Soon used for IRL videos possibly. If you haven't already, subscribe to my main channel below! I love all my fans :)",True,"['Soon', 'used', 'for', 'IRL', 'videos', 'possibly', 'If', 'you', 'have', 'already', 'subscribe', 'to', 'my', 'main', 'channel', 'below', 'I', 'love', 'all', 'my', 'fans']"
494,1919,"1,920th",A- ,Vikkstar123,4376,5165839,1388482326,"I'm Vikkstar and this is my Gaming Channel where I will be uploading fun videos on a variety of games mostly with The Sidemen!

Business Contact: vikbarn(at)gmail.com

Sidemen inquiries: sidemenbusiness(at)gmail.com

I use the Elgato GC HD from www.gamecapture.com

My Minecraft Channel: http://www.youtube.com/user/Vikkstar123HD
My Let's Play Channel: http://www.youtube.com/user/VikkstarPlays",True,"['I', 'Vikkstar', 'and', 'this', 'is', 'my', 'Gaming', 'Channel', 'where', 'I', 'will', 'be', 'uploading', 'fun', 'videos', 'on', 'a', 'variety', 'of', 'games', 'mostly', 'with', 'The', 'Sidemen', 'Business', 'Contact', 'vikbarn', 'at', 'Sidemen', 'inquiries', 'sidemenbusiness', 'at', 'I', 'use', 'the', 'Elgato', 'GC', 'HD', 'from', 'My', 'Minecraft', 'Channel', 'My', 'Let', 'Play', 'Channel']"
495,1928,"1,929th",A- ,TIM,67,246470,104893576,"Acesse www.tim.com.br para novidades e promocoes.

Comentarios ofensivos serao excluidos. Serao considerados ofensivos os que tiverem palavras ou termos de baixo calao, com conotacao sexual ou palavroes.",False,"['Acesse', 'para', 'novidades', 'e', 'promocoes', 'Comentarios', 'ofensivos', 'serao', 'excluidos', 'Serao', 'considerados', 'ofensivos', 'os', 'que', 'tiverem', 'palavras', 'ou', 'termos', 'de', 'baixo', 'calao', 'com', 'conotacao', 'sexual', 'ou', 'palavroes']"
496,1936,"1,937th",A- ,TheBeatlesVEVO,35,1363909,867703946,"The Beatles on Vevo - Official Music Videos, Live Performances, Interviews and more...",True,"['The', 'Beatles', 'on', 'Vevo', 'Official', 'Music', 'Videos', 'Live', 'Performances', 'Interviews', 'and', 'more']"
497,1940,"1,941st",A- ,Royal Music Gang,61,-- ,134636371,"This Is Official Channel Of Punjabi Artist ""DEEP JANDU""

Click Here To Subscribe : http://bit.ly/SubscribeDeepJandu


Music Consultant & Digital Partner :- GK.DIGITAL
Instagram : https://www.instagram.com/GK.DIGITAL


Enjoy And Stay Connected With DEEP JANDU 


Click to Subscribe - http://bit.ly/SubscribeDeepJandu
Websibe - http://DeepJandu.com
Facebook - https://www.facebook.com/DeepJanduMusic
Twitter - https://twitter.com/DeepJandu
Instagram - https://instagram.com/DeepJandu
SnapChat - https://www.snapchat.com/add/DeepJandu",True,"['This', 'Is', 'Official', 'Channel', 'Of', 'Punjabi', 'Artist', 'DEEP', 'JANDU', 'Click', 'Here', 'To', 'Subscribe', 'Music', 'Consultant', 'Digital', 'Partner', 'Instagram', 'Enjoy', 'And', 'Stay', 'Connected', 'With', 'DEEP', 'JANDU', 'Click', 'to', 'Subscribe', 'Websibe', 'Facebook', 'Twitter', 'Instagram', 'SnapChat']"
498,1941,"1,942nd",A- ,Gordon Ramsay,701,7346522,1191388695,"The home of Gordon Ramsay on YouTube. Recipe tutorials, tips, techniques and the best bits from the archives. New uploads every week - subscribe now to stay up to date!",True,"['The', 'home', 'of', 'Gordon', 'Ramsay', 'on', 'YouTube', 'Recipe', 'tutorials', 'tips', 'techniques', 'and', 'the', 'best', 'bits', 'from', 'the', 'archives', 'New', 'uploads', 'every', 'week', 'subscribe', 'now', 'to', 'stay', 'up', 'to', 'date']"
499,1942,"1,943rd",A- ,whinderssonnunes,349,31332790,2574018722,"Lampiao do Youtube
Publicidade: alex@nonstopproducoes.com.br
Shows / Eventos: joao@nonstopproducoes.com.br",False,"['Lampiao', 'do', 'Youtube', 'Publicidade', 'alex', 'Shows', 'Eventos', 'joao']"
500,1946,"1,947th",A- ,BrunoEMarroneVEVO,173,854274,802867130,Canal Oficial da dupla sertaneja Bruno & Marrone.,False,"['Canal', 'Oficial', 'da', 'dupla', 'sertaneja', 'Bruno', 'Marrone']"
501,1960,"1,961st",A- ,AkonVEVO,35,3730269,2505457709,"Akon on Vevo - Official Music Videos, Live Performances, Interviews and more...",True,"['Akon', 'on', 'Vevo', 'Official', 'Music', 'Videos', 'Live', 'Performances', 'Interviews', 'and', 'more']"
502,1962,"1,963rd",A- ,RicardoArjonaVEVO,129,1401142,1206784421,"Ricardo Arjona en Vevo  Videoclips oficiales, Lyric videos, Sesiones en vivo, Entrevistas y muchos mas...",False,"['Ricardo', 'Arjona', 'en', 'Vevo', 'Videoclips', 'oficiales', 'Lyric', 'videos', 'Sesiones', 'en', 'vivo', 'Entrevistas', 'y', 'muchos', 'mas']"
503,1963,"1,964th",A- ,Knallerfrauen,711,1000732,942908463,"Hier finden Sie die besten Clips der Knallerfrauen. Martina Hill, die lustigste Frau Deutschlands, spielt sich selbst in den verschiedensten Alltagsszenen und skizziert dabei altbekannte Frauen-Klischees. Mal als Femme Fatale oder fatal peinliche Freundin fuhrt sie diese hemmungslos und unangepasst ad absurdum. Die schnell getakteten Sketche uberzeugen nicht nur durch ihren scharfsinnigen Humor, sondern vor allem auch durch einen hohen Anteil an physischer, nonverbaler Comedy -- ganz aus der Sicht der Frau, versteht sich...

Alle Videos, Bilder und News zu Knallerfrauen findest du auf: http://www.sat1.de/tv/knallerfrauen

Videouploads
Montag : 16 Uhr
Mittwoch: 16 Uhr
Freitag: 16 Uhr

Impressum:
http://www.studio71.com/impressum/",False,"['Hier', 'finden', 'Sie', 'die', 'besten', 'Clips', 'der', 'Knallerfrauen', 'Martina', 'Hill', 'die', 'lustigste', 'Frau', 'Deutschlands', 'spielt', 'sich', 'selbst', 'in', 'den', 'verschiedensten', 'Alltagsszenen', 'und', 'skizziert', 'dabei', 'altbekannte', 'Mal', 'als', 'Femme', 'Fatale', 'oder', 'fatal', 'peinliche', 'Freundin', 'fuhrt', 'sie', 'diese', 'hemmungslos', 'und', 'unangepasst', 'ad', 'absurdum', 'Die', 'schnell', 'getakteten', 'Sketche', 'uberzeugen', 'nicht', 'nur', 'durch', 'ihren', 'scharfsinnigen', 'Humor', 'sondern', 'vor', 'allem', 'auch', 'durch', 'einen', 'hohen', 'Anteil', 'an', 'physischer', 'nonverbaler', 'Comedy', 'ganz', 'aus', 'der', 'Sicht', 'der', 'Frau', 'versteht', 'sich', 'Alle', 'Videos', 'Bilder', 'und', 'News', 'zu', 'Knallerfrauen', 'findest', 'du', 'auf', 'Videouploads', 'Montag', '16', 'Uhr', 'Mittwoch', '16', 'Uhr', 'Freitag', '16', 'Uhr', 'Impressum']"
504,1974,"1,975th",A- ,SunnyKidsTV,36,3201317,1186348284,"We hope this channel will help kids learn digits, letters and other basic English words. Thanks for watching our cartoons.",True,"['We', 'hope', 'this', 'channel', 'will', 'help', 'kids', 'learn', 'digits', 'letters', 'and', 'other', 'basic', 'English', 'words', 'Thanks', 'for', 'watching', 'our', 'cartoons']"
505,1983,"1,984th",A- ,Werevertumorro,1035,16079323,2512967904,"Werevertumorro es un canal de comedia que inicio en el 2007. Aqui encontraras sketches, cortometrajes, videoblogs, series y contenido variado para hacerte sonreir. No olvides sucribirte para que los videos te lleguen antes que a nadie.",False,"['Werevertumorro', 'es', 'un', 'canal', 'de', 'comedia', 'que', 'inicio', 'en', 'el', '2007', 'Aqui', 'encontraras', 'sketches', 'cortometrajes', 'videoblogs', 'series', 'y', 'contenido', 'variado', 'para', 'hacerte', 'sonreir', 'No', 'olvides', 'sucribirte', 'para', 'que', 'los', 'videos', 'te', 'lleguen', 'antes', 'que', 'a', 'nadie']"
506,1985,"1,986th",A- ,justintimberlakeVEVO,65,6771155,3576006435,"Justin Timberlake on Vevo - Official Music Videos, Live Performances, Interviews and more...",True,"['Justin', 'Timberlake', 'on', 'Vevo', 'Official', 'Music', 'Videos', 'Live', 'Performances', 'Interviews', 'and', 'more']"
507,1989,"1,990th",A- ,API Malayalam,9463,875973,792179118,"Having Contents of Malayalam Comedy, Full Latest Trailer New Trailers Dance  Malayalam Songs, Malayalam Scenes, New Movie Trailers, Malayalam HD movies , Malayalam HD Songs Mammootty, Mohan lal, Prithviraj, Dulquar Salman, Fahad Fasil, Nivin Pauly, Nazria Nazim, Reema Kalingal, Asif Ali, Honey Rose, Kavya Mathavan, Navya Nair, Parvathy Menon, Priya Mani, Bhavana.

For any copyright queries, Please reach-out @ claims@whackedout.in.",False,"['Having', 'Contents', 'of', 'Malayalam', 'Comedy', 'Full', 'Latest', 'Trailer', 'New', 'Trailers', 'Dance', 'Malayalam', 'Songs', 'Malayalam', 'Scenes', 'New', 'Movie', 'Trailers', 'Malayalam', 'HD', 'movies', 'Malayalam', 'HD', 'Songs', 'Mammootty', 'Mohan', 'lal', 'Prithviraj', 'Dulquar', 'Salman', 'Fahad', 'Fasil', 'Nivin', 'Pauly', 'Nazria', 'Nazim', 'Reema', 'Kalingal', 'Asif', 'Ali', 'Honey', 'Rose', 'Kavya', 'Mathavan', 'Navya', 'Nair', 'Parvathy', 'Menon', 'Priya', 'Mani', 'Bhavana', 'For', 'any', 'copyright', 'queries', 'Please', 'claims']"
508,1990,"1,991st",A- ,OficialMana,115,2726029,2445278967,http://www.mana.com.mx/tour,False,[]
509,1997,"1,998th",A- ,H2ODelirious,1560,11157119,2494658095,"I make funny videos, enjoy them all.
Like, Comment and Subscribe :)",True,"['I', 'make', 'funny', 'videos', 'enjoy', 'them', 'all', 'Like', 'Comment', 'and', 'Subscribe']"
510,2003,"2,004th",A- ,The Voice Kids,467,3932663,2201503834,"The official YouTube Channel of 'The Voice Kids' in The Netherlands. Here you can watch all amazing performances, like The Blind Auditions, of our contestants. All talents are in the age of six and fourteen years old!

Subscribe now: http://bit.ly/TVK-subscribe

// ABOUT THE VOICE KIDS //
During The Blind Auditions the coaches select their favorite talents. In the second stage, called 'The Battle', coaches have three of their team members battle against each other directly by singing the same song together. After 'The Battle' each coach brought his or her team back to five talents. The third phase called 'The Sing Off' where the talents will sing their Blind Audition song again. Each coach select his or her two finalist.
In 'The Final' the remaining six talents will performance LIVE and fight to win 'The Voice Kids'.",True,"['The', 'official', 'YouTube', 'Channel', 'of', 'Voice', 'Kids', 'in', 'The', 'Netherlands', 'Here', 'you', 'can', 'watch', 'all', 'amazing', 'performances', 'like', 'The', 'Blind', 'Auditions', 'of', 'our', 'contestants', 'All', 'talents', 'are', 'in', 'the', 'age', 'of', 'six', 'and', 'fourteen', 'years', 'old', 'Subscribe', 'now', 'ABOUT', 'THE', 'VOICE', 'KIDS', 'During', 'The', 'Blind', 'Auditions', 'the', 'coaches', 'select', 'their', 'favorite', 'talents', 'In', 'the', 'second', 'stage', 'called', 'Battle', 'coaches', 'have', 'three', 'of', 'their', 'team', 'members', 'battle', 'against', 'each', 'other', 'directly', 'by', 'singing', 'the', 'same', 'song', 'together', 'After', 'Battle', 'each', 'coach', 'brought', 'his', 'or', 'her', 'team', 'back', 'to', 'five', 'talents', 'The', 'third', 'phase', 'called', 'Sing', 'Off', 'where', 'the', 'talents', 'will', 'sing', 'their', 'Blind', 'Audition', 'song', 'again', 'Each', 'coach', 'select', 'his', 'or', 'her', 'two', 'finalist', 'In', 'Final', 'the', 'remaining', 'six', 'talents', 'will', 'performance', 'LIVE', 'and', 'fight', 'to', 'win', 'Voice', 'Kids']"
511,2005,"2,006th",A- ,Universal Pictures,700,1908802,1278241653,Welcome to the official Universal Pictures YouTube page!,True,"['Welcome', 'to', 'the', 'official', 'Universal', 'Pictures', 'YouTube', 'page']"
512,2007,"2,008th",A- ,Top Gear,1085,5994199,1960523399,"Welcome to the official home of Top Gear on YouTube. Here you will find all the best clips from your favourite episodes, whether thats Ken Block in the Hoonicorn, Matt LeBlanc in the Porsche 911, Rory Reid in the new Ford Mustang or trailers for the new series. Youll find performance reviews in our series Chris Harris Drives, the best power laps from The Stig and super cars being put up against each other in our Drag Races. You can also find official clips going back over the years featuring Jeremy Clarkson, Richard Hammond and James May. 

Make sure you are subscribed so that you dont miss out on a thing: http://bit.ly/SubscribeToTopGear
 
This is a channel from BBC Studios, who help fund new BBC programmes.",True,"['Welcome', 'to', 'the', 'official', 'home', 'of', 'Top', 'Gear', 'on', 'YouTube', 'Here', 'you', 'will', 'find', 'all', 'the', 'best', 'clips', 'from', 'your', 'favourite', 'episodes', 'whether', 'thats', 'Ken', 'Block', 'in', 'the', 'Hoonicorn', 'Matt', 'LeBlanc', 'in', 'the', 'Porsche', '911', 'Rory', 'Reid', 'in', 'the', 'new', 'Ford', 'Mustang', 'or', 'trailers', 'for', 'the', 'new', 'series', 'Youll', 'find', 'performance', 'reviews', 'in', 'our', 'series', 'Chris', 'Harris', 'Drives', 'the', 'best', 'power', 'laps', 'from', 'The', 'Stig', 'and', 'super', 'cars', 'being', 'put', 'up', 'against', 'each', 'other', 'in', 'our', 'Drag', 'Races', 'You', 'can', 'also', 'find', 'official', 'clips', 'going', 'back', 'over', 'the', 'years', 'featuring', 'Jeremy', 'Clarkson', 'Richard', 'Hammond', 'and', 'James', 'May', 'Make', 'sure', 'you', 'are', 'subscribed', 'so', 'that', 'you', 'dont', 'miss', 'out', 'on', 'a', 'thing', 'This', 'is', 'a', 'channel', 'from', 'BBC', 'Studios', 'who', 'help', 'fund', 'new', 'BBC', 'programmes']"
513,2010,"2,011th",A- ,Kitchen Nightmares,873,2632490,1414504580,"The official home for Kitchen Nightmares on YouTube. Weekly clips from the show in which struggling restaurants receives the Gordon Ramsay treatment. 

Subscribe for weekly updates and let us know which Nightmares clips you want to see.",True,"['The', 'official', 'home', 'for', 'Kitchen', 'Nightmares', 'on', 'YouTube', 'Weekly', 'clips', 'from', 'the', 'show', 'in', 'which', 'struggling', 'restaurants', 'receives', 'the', 'Gordon', 'Ramsay', 'treatment', 'Subscribe', 'for', 'weekly', 'updates', 'and', 'let', 'us', 'know', 'which', 'Nightmares', 'clips', 'you', 'want', 'to', 'see']"
514,2014,"2,015th",A- ,djvlad,12755,2504732,1735318031,"Exclusive, hard-hitting interviews from urban artists, actors and athletes.  Updated daily.",True,"['Exclusive', 'interviews', 'from', 'urban', 'artists', 'actors', 'and', 'athletes', 'Updated', 'daily']"
515,2031,"2,032nd",A- ,EverythingApplePro,1456,6074186,1457929874,"Apple Leaks, News, Reviews & More. iPhone 11, AirPods 2, iOS 13, etc.. All in on place!

Send Products To Address Below;

Filip
EverythingApplePro
305 SE Chkalov Drive
Suite 111 #402
Vancouver WA, 98683",True,"['Apple', 'Leaks', 'News', 'Reviews', 'More', 'iPhone', '11', 'AirPods', '2', 'iOS', '13', 'All', 'in', 'on', 'place', 'Send', 'Products', 'To', 'Address', 'Below', 'Filip', 'EverythingApplePro', '305', 'SE', 'Chkalov', 'Drive', 'Suite', '111', '402', 'Vancouver', 'WA', '98683']"
516,2032,"2,033rd",A- ,Bratayley,2438,6761228,3441670583,"Watch just one video and you'll be hooked!

----------------------------------------------------

Family friendly content EVERYDAY?  Yep.  That's right.  Watch these crazy kids as they make everyday an adventure.  

Subscribe!  Its free, ya know!  http://www.youtube.com/subscription_center?add_user=bratayley

Official Bratayley Merch: http://www.bratayley.com/store

Our Official Links:

http://www.bratayley.com

See our pictures on Instagram @officiallybratayley @iamabakedpotato @annieleblanc @hayley.leblanc @dadtayley
http://instagram.com/officiallybratayley
http://instagram.com/iamabakedpotato
http://instagram.com/annieleblanc
http://instagram.com/hayley.leblanc
http://instagram.com/dadtayley

Follow us on Twitter @Bratayley
http://www.twitter.com/bratayley

Be our friend on FaceBook
http://www.facebook.com/bratayley",True,"['Watch', 'just', 'one', 'video', 'and', 'you', 'be', 'hooked', 'Family', 'friendly', 'content', 'EVERYDAY', 'Yep', 'That', 'right', 'Watch', 'these', 'crazy', 'kids', 'as', 'they', 'make', 'everyday', 'an', 'adventure', 'Subscribe', 'Its', 'free', 'ya', 'know', 'Official', 'Bratayley', 'Merch', 'Our', 'Official', 'Links', 'See', 'our', 'pictures', 'on', 'Instagram', 'officiallybratayley', 'iamabakedpotato', 'annieleblanc', 'dadtayley', 'Follow', 'us', 'on', 'Twitter', 'Bratayley', 'Be', 'our', 'friend', 'on', 'FaceBook']"
517,2034,"2,035th",A- ,Spiritual Mantra,1223,1841044,456874310,"Welcome to The Spiritual Mantra Channel, your search for Peace & Calmness ends here. Your one stop destination for all types of Bhajans, Kirtans, Mantras etc of all Hindu Gods also available Meditation Videos for stress relief and improved wuality of life. Subscribe to get Regular Updates from this Channel :- 
http://goo.gl/j8k2n",True,"['Welcome', 'to', 'The', 'Spiritual', 'Mantra', 'Channel', 'your', 'search', 'for', 'Peace', 'Calmness', 'ends', 'here', 'Your', 'one', 'stop', 'destination', 'for', 'all', 'types', 'of', 'Bhajans', 'Kirtans', 'Mantras', 'etc', 'of', 'all', 'Hindu', 'Gods', 'also', 'available', 'Meditation', 'Videos', 'for', 'stress', 'relief', 'and', 'improved', 'wuality', 'of', 'life', 'Subscribe', 'to', 'get', 'Regular', 'Updates', 'from', 'this', 'Channel']"
518,2039,"2,040th",A- ,Memeulous,317,2301079,433165999,subscribe for more epic scooter trick montages,True,"['subscribe', 'for', 'more', 'epic', 'scooter', 'trick', 'montages']"
519,2040,"2,041st",B+ ,CarlosRiveraVEVO,141,943408,753287629,"Carlos Rivera en Vevo  Videoclips oficiales, Lyric videos, Sesiones en vivo, Entrevistas y muchos mas...",False,"['Carlos', 'Rivera', 'en', 'Vevo', 'Videoclips', 'oficiales', 'Lyric', 'videos', 'Sesiones', 'en', 'vivo', 'Entrevistas', 'y', 'muchos', 'mas']"
520,2043,"2,044th",B+ ,VH1,4493,1432258,851373637,"VH1 is where pop culture comes to party! Subscribe to get the latest sneak peeks and highlights, exclusive content and interviews with your favorite celebrities and VH1 stars. 

WEEKLY UPLOAD SCHEDULE: 
Mondays
-Love & Hip Hop: New York Sneak Peek
-Love & Hip Hop: Miami Sneak Peek
-RuPaul's Drag Race Makeup Tutorial
-Love & Hip Hop: New York Highlight
-Love & Hip Hop: Miami Highlight

Wednesdays
-Black Ink Crew Sneak Peek
-Love & Hip Hop: New York Check Yourself
-Love & Hip Hop: Miami Check Yourself
-Black Ink Crew Highlight

Thursday
-RuPaul's Drag Race Sneak Peek

Fridays
-RuPaul's Drag Race The Pit Stop
-RuPaul's Drag Race Whatcha Packin'
-Black Ink Crew Highlight

+ More!",True,"['VH1', 'is', 'where', 'pop', 'culture', 'comes', 'to', 'party', 'Subscribe', 'to', 'get', 'the', 'latest', 'sneak', 'peeks', 'and', 'highlights', 'exclusive', 'content', 'and', 'interviews', 'with', 'your', 'favorite', 'celebrities', 'and', 'VH1', 'stars', 'WEEKLY', 'UPLOAD', 'SCHEDULE', 'Mondays', 'Hip', 'Hop', 'New', 'York', 'Sneak', 'Peek', 'Hip', 'Hop', 'Miami', 'Sneak', 'Peek', 'Drag', 'Race', 'Makeup', 'Tutorial', 'Hip', 'Hop', 'New', 'York', 'Highlight', 'Hip', 'Hop', 'Miami', 'Highlight', 'Wednesdays', 'Ink', 'Crew', 'Sneak', 'Peek', 'Hip', 'Hop', 'New', 'York', 'Check', 'Yourself', 'Hip', 'Hop', 'Miami', 'Check', 'Yourself', 'Ink', 'Crew', 'Highlight', 'Thursday', 'Drag', 'Race', 'Sneak', 'Peek', 'Fridays', 'Drag', 'Race', 'The', 'Pit', 'Stop', 'Drag', 'Race', 'Whatcha', 'Ink', 'Crew', 'Highlight', 'More']"
